,name,start_date,end_date,location,brand,model,ref,circa,low_est,high_est,real,currency
0,"ROLEX. A STAINLESS STEEL AUTOMATIC WRISTWATCH WITH SWEEP CENTRE SECONDS, DATE, BRACELET, GUARANTEE AND BOX",2021-11-08,2021-11-08,Geneva,SIGNED ROLEX,SUBMARINER MODEL,REF. 126610LV,CIRCA 2020,14000,20000,30000,CHF
